Station,Price,Date,Fuel,ScrapeDate,Source
ÖvrigaTrollhättanGrafitvägen 16,15.69,2025-10-22,Diesel,2025-10-28,bensinpriser.nu
IngoGullspångÖrebrovägen 8 Hova,15.69,2025-10-21,Diesel,2025-10-28,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.79,2025-10-27,Diesel,2025-10-28,bensinpriser.nu
IngoSundsvallAntennvägen  Östra Birsta,15.79,2025-10-21,Diesel,2025-10-28,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-10-27,Etanol,2025-10-28,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-10-27,Etanol,2025-10-28,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.59,2025-10-27,Etanol,2025-10-28,bensinpriser.nu
St1KristianstadLångebrogatan 76,14.91,2025-10-27,95 (E10),2025-10-28,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.04,2025-10-27,95 (E10),2025-10-28,bensinpriser.nu
GulfKristianstadSkolgatan 2 Önnestad,15.14,2025-10-27,95 (E10),2025-10-28,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.94,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.21,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
St1LandskronaMalmövägen 29,15.24,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.29,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.34,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
OKQ8ÄngelholmÖstra vägen 17,15.43,2025-10-28,95 (E10),2025-10-29,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.59,2025-10-28,98,2025-10-29,bensinpriser.nu
IngoDanderydEnebybergsv. 14,18.24,2025-10-28,98,2025-10-29,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.45,2025-10-28,Diesel,2025-10-29,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-10-28,Etanol,2025-10-29,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-10-28,Etanol,2025-10-29,bensinpriser.nu
St1LandskronaMalmövägen 29,14.29,2025-10-28,Etanol,2025-10-29,bensinpriser.nu
GulfOlofströmÖstra Storgatan 44,14.09,2025-10-29,95 (E10),2025-10-29,bensinpriser.nu
IngoOlofströmSödra kyrkhultsvägen 4,14.09,2025-10-29,95 (E10),2025-10-29,bensinpriser.nu
St1LinköpingTorvingegatan 1,14.89,2025-10-29,95 (E10),2025-10-29,bensinpriser.nu
St1LinköpingEkholmsvägen 3,14.89,2025-10-29,95 (E10),2025-10-29,bensinpriser.nu
St1PiteåHammarvägen 8 / Öjebyn,14.89,2025-10-29,95 (E10),2025-10-29,bensinpriser.nu
St1LinköpingTallboda,14.89,2025-10-29,95 (E10),2025-10-29,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.59,2025-10-29,Diesel,2025-10-29,bensinpriser.nu
OKQ8BodenBrogatan 32,15.7,2025-10-25,Diesel,2025-10-29,bensinpriser.nu
"ÖvrigaOskarshamnKustvägen 51, Påskallavik",15.79,2025-10-26,Diesel,2025-10-29,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-10-29,Etanol,2025-10-29,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-10-29,Etanol,2025-10-29,bensinpriser.nu
St1SundsvallBirsta / Sundsbruk / IKEA,13.59,2025-10-29,Etanol,2025-10-29,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.65,2025-10-29,Diesel,2025-10-30,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.65,2025-10-29,Diesel,2025-10-30,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.65,2025-10-29,Diesel,2025-10-30,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.65,2025-10-29,Diesel,2025-10-30,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.65,2025-10-29,Diesel,2025-10-30,bensinpriser.nu
St1OlofströmÖstra ringvägen 294,14.89,2025-10-30,95 (E10),2025-10-31,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.94,2025-10-30,95 (E10),2025-10-31,bensinpriser.nu
St1LandskronaMalmövägen 29,15.04,2025-10-30,95 (E10),2025-10-31,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.09,2025-10-30,95 (E10),2025-10-31,bensinpriser.nu
St1ÄlmhultDanska vägen 120,15.09,2025-10-30,95 (E10),2025-10-31,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.14,2025-10-30,95 (E10),2025-10-31,bensinpriser.nu
IngoNyköpingLennings väg,15.14,2025-10-30,Diesel,2025-10-31,bensinpriser.nu
IngoHallstahammarVästeråsvägen 2,15.19,2025-10-30,Diesel,2025-10-31,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.4,2025-10-30,Diesel,2025-10-31,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-10-30,Diesel,2025-10-31,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.39,2025-10-30,Etanol,2025-10-31,bensinpriser.nu
St1KatrineholmVassmogatan,13.29,2025-10-30,Etanol,2025-10-31,bensinpriser.nu
St1LandskronaMalmövägen 29,13.49,2025-10-30,Etanol,2025-10-31,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.84,2025-10-31,95 (E10),2025-11-01,bensinpriser.nu
St1KristianstadLångebrogatan 76,14.91,2025-10-31,95 (E10),2025-11-01,bensinpriser.nu
GulfKristianstadSkolgatan 2 Önnestad,14.94,2025-10-31,95 (E10),2025-11-01,bensinpriser.nu
St1FalköpingNordmannagatan 2,14.99,2025-10-31,95 (E10),2025-11-01,bensinpriser.nu
St1Upplands-BroBrunna / Kungsängen,14.99,2025-10-31,95 (E10),2025-11-01,bensinpriser.nu
St1FalköpingWarodells väg 1,14.99,2025-10-31,95 (E10),2025-11-01,bensinpriser.nu
ÖvrigaÄlmhultForsells / Värmevägen 3,15.34,2025-10-31,Diesel,2025-11-01,bensinpriser.nu
IngoNyköpingLennings väg,15.34,2025-10-30,Diesel,2025-11-01,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-10-31,Etanol,2025-11-01,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,13.49,2025-10-31,Etanol,2025-11-01,bensinpriser.nu
QstarSollefteåLångsele: Centrumvägen 7,13.59,2025-10-31,Etanol,2025-11-01,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,14.56,2025-11-01,95 (E10),2025-11-02,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,14.63,2025-11-01,95 (E10),2025-11-02,bensinpriser.nu
St1LandskronaMalmövägen 29,14.74,2025-11-01,95 (E10),2025-11-02,bensinpriser.nu
St1TrollhättanGärdhemsvägen 50 / Lantmannavägen,14.79,2025-11-01,95 (E10),2025-11-02,bensinpriser.nu
St1SvalövRönnebergsvägen 1,14.79,2025-11-01,95 (E10),2025-11-02,bensinpriser.nu
St1TrollhättanLextorpsvägen 985,14.79,2025-11-01,95 (E10),2025-11-02,bensinpriser.nu
ÖvrigaÄlmhultForsells / Värmevägen 3,15.24,2025-10-31,Diesel,2025-11-02,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.34,2025-11-01,Diesel,2025-11-02,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.59,2025-11-01,Diesel,2025-11-02,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-11-01,Etanol,2025-11-02,bensinpriser.nu
St1HalmstadLaholmsvägen / Wrangelsgatan,13.19,2025-11-01,Etanol,2025-11-02,bensinpriser.nu
St1HalmstadGamla Tylösandsvägen 2,13.19,2025-11-01,Etanol,2025-11-02,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,14.99,2025-11-02,95 (E10),2025-11-03,bensinpriser.nu
St1LandskronaMalmövägen 29,15.14,2025-11-02,95 (E10),2025-11-03,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.14,2025-11-02,95 (E10),2025-11-03,bensinpriser.nu
St1ÄlmhultDanska vägen 120,15.19,2025-11-02,95 (E10),2025-11-03,bensinpriser.nu
St1TrollhättanKardanvägen 18,15.19,2025-11-02,95 (E10),2025-11-03,bensinpriser.nu
St1TrollhättanGärdhemsvägen 50 / Lantmannavägen,15.19,2025-11-02,95 (E10),2025-11-03,bensinpriser.nu
ÖvrigaÄlmhultForsells / Värmevägen 3,15.54,2025-10-31,Diesel,2025-11-03,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.64,2025-11-01,Diesel,2025-11-03,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.75,2025-11-02,Diesel,2025-11-03,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.75,2025-11-02,Diesel,2025-11-03,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.75,2025-11-02,Diesel,2025-11-03,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.75,2025-11-02,Diesel,2025-11-03,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-11-02,Etanol,2025-11-03,bensinpriser.nu
St1HalmstadLaholmsvägen / Wrangelsgatan,13.39,2025-11-02,Etanol,2025-11-03,bensinpriser.nu
St1HalmstadGamla Tylösandsvägen 2,13.39,2025-11-02,Etanol,2025-11-03,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.84,2025-11-03,95 (E10),2025-11-04,bensinpriser.nu
GulfKristianstadSkolgatan 2 Önnestad,14.94,2025-11-03,95 (E10),2025-11-04,bensinpriser.nu
St1TibroVärsåsvägen 46,14.98,2025-11-03,95 (E10),2025-11-04,bensinpriser.nu
St1FalköpingNordmannagatan 2,14.99,2025-11-03,95 (E10),2025-11-04,bensinpriser.nu
St1FalköpingWarodells väg 1,14.99,2025-11-03,95 (E10),2025-11-04,bensinpriser.nu
St1Upplands-BroBrunna / Kungsängen,14.99,2025-11-03,95 (E10),2025-11-04,bensinpriser.nu
IngoNyköpingLennings väg,15.24,2025-10-30,Diesel,2025-11-04,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.59,2025-11-03,Diesel,2025-11-04,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.93,2025-11-03,Diesel,2025-11-04,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.93,2025-11-03,Diesel,2025-11-04,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.93,2025-11-03,Diesel,2025-11-04,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.93,2025-11-03,Diesel,2025-11-04,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-11-03,Etanol,2025-11-04,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-11-03,Etanol,2025-11-04,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,13.74,2025-11-03,Etanol,2025-11-04,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,14.79,2025-11-04,95 (E10),2025-11-05,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.79,2025-11-04,95 (E10),2025-11-05,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.89,2025-11-04,95 (E10),2025-11-05,bensinpriser.nu
St1MjölbyRunvägen 2 / Mantorp / City Gross,14.99,2025-11-04,95 (E10),2025-11-05,bensinpriser.nu
St1ÄlmhultDanska vägen 120,14.99,2025-11-04,95 (E10),2025-11-05,bensinpriser.nu
St1LandskronaMalmövägen 29,15.04,2025-11-04,95 (E10),2025-11-05,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.44,2025-11-04,Diesel,2025-11-05,bensinpriser.nu
IngoTierpCentralgatan 1,15.8,2025-11-02,Diesel,2025-11-05,bensinpriser.nu
St1KatrineholmVassmogatan,12.99,2025-11-04,Etanol,2025-11-05,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,13.29,2025-11-04,Etanol,2025-11-05,bensinpriser.nu
St1KalmarFunkabovägen / Norra Vägen,13.59,2025-11-04,Etanol,2025-11-05,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.1,2025-11-05,95 (E10),2025-11-06,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.39,2025-11-05,95 (E10),2025-11-06,bensinpriser.nu
IngoNackaSkvaltans väg 11,14.78,2025-11-05,95 (E10),2025-11-06,bensinpriser.nu
IngoKumlaNorra mosvägen 1,14.79,2025-11-05,95 (E10),2025-11-06,bensinpriser.nu
St1MalmöEriksfältsgatan 80,14.79,2025-11-05,95 (E10),2025-11-06,bensinpriser.nu
St1MalmöSvågertorp / Nornegatan 4,14.79,2025-11-05,95 (E10),2025-11-06,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,16.13,2025-11-01,98,2025-11-06,bensinpriser.nu
ShellSollentunaRudbecksvägen 141,16.49,2025-11-02,98,2025-11-06,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.79,2025-11-05,98,2025-11-06,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.58,2025-11-05,Diesel,2025-11-06,bensinpriser.nu
ÖvrigaÄlmhultForsells / Värmevägen 3,15.04,2025-11-05,Diesel,2025-11-06,bensinpriser.nu
din-XTorsåsBergkvara: Kungsvägen 63,15.24,2025-11-04,Diesel,2025-11-06,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.4,2025-11-05,Diesel,2025-11-06,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-11-05,Diesel,2025-11-06,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.83,2025-11-05,Diesel,2025-11-06,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.19,2025-11-05,Etanol,2025-11-06,bensinpriser.nu
St1KatrineholmVassmogatan,13.09,2025-11-05,Etanol,2025-11-06,bensinpriser.nu
IngoKumlaNorra mosvägen 1,13.69,2025-11-05,Etanol,2025-11-06,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.69,2025-11-06,95 (E10),2025-11-07,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,14.77,2025-11-06,95 (E10),2025-11-07,bensinpriser.nu
IngoGöteborgkortedalavägen 11,14.77,2025-11-06,95 (E10),2025-11-07,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,14.77,2025-11-06,95 (E10),2025-11-07,bensinpriser.nu
St1GöteborgHisings Kärra: Transportgatan 60,14.77,2025-11-06,95 (E10),2025-11-07,bensinpriser.nu
St1GöteborgTorslanda: Nordhagsvägen 26,14.77,2025-11-06,95 (E10),2025-11-07,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,15.73,2025-11-01,98,2025-11-07,bensinpriser.nu
IngoGöteborgkortedalavägen 11,15.77,2025-11-06,98,2025-11-07,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.49,2025-11-06,98,2025-11-07,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.78,2025-11-05,Diesel,2025-11-07,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.69,2025-11-06,Diesel,2025-11-07,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,16.03,2025-11-06,Diesel,2025-11-07,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,16.03,2025-11-06,Diesel,2025-11-07,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,16.03,2025-11-06,Diesel,2025-11-07,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,16.03,2025-11-06,Diesel,2025-11-07,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.09,2025-11-06,Etanol,2025-11-07,bensinpriser.nu
St1KatrineholmVassmogatan,12.99,2025-11-06,Etanol,2025-11-07,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,13.59,2025-11-06,Etanol,2025-11-07,bensinpriser.nu
St1GöteborgAngered: Grepgatan,14.77,2025-11-07,95 (E10),2025-11-08,bensinpriser.nu
St1GöteborgGustaf Dalénsgatan 21,14.77,2025-11-07,95 (E10),2025-11-08,bensinpriser.nu
St1GöteborgSäve: Bärby Bygdegårdsväg 1,14.77,2025-11-07,95 (E10),2025-11-08,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,14.77,2025-11-07,95 (E10),2025-11-08,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,14.77,2025-11-07,95 (E10),2025-11-08,bensinpriser.nu
St1GöteborgTideräkningsgatan 9 / Kortedala,14.77,2025-11-07,95 (E10),2025-11-08,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,15.93,2025-11-01,98,2025-11-08,bensinpriser.nu
PS OljeHylteHyltebruk: Nissastigen 100,16.14,2025-11-07,98,2025-11-08,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.69,2025-11-07,98,2025-11-08,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.59,2025-11-07,Diesel,2025-11-08,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.93,2025-11-07,Diesel,2025-11-08,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,15.93,2025-11-07,Diesel,2025-11-08,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,15.93,2025-11-07,Diesel,2025-11-08,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,15.93,2025-11-07,Diesel,2025-11-08,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.93,2025-11-07,Diesel,2025-11-08,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.49,2025-11-07,Etanol,2025-11-08,bensinpriser.nu
St1KatrineholmVassmogatan,13.39,2025-11-07,Etanol,2025-11-08,bensinpriser.nu
St1GöteborgTorslanda: Nordhagsvägen 26,13.99,2025-11-07,Etanol,2025-11-08,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,14.99,2025-11-08,95 (E10),2025-11-09,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,14.99,2025-11-08,95 (E10),2025-11-09,bensinpriser.nu
St1GöteborgHisings Kärra: Transportgatan 60,14.99,2025-11-08,95 (E10),2025-11-09,bensinpriser.nu
St1GöteborgTorslanda: Nordhagsvägen 26,14.99,2025-11-08,95 (E10),2025-11-09,bensinpriser.nu
St1GöteborgTideräkningsgatan 9 / Kortedala,14.99,2025-11-08,95 (E10),2025-11-09,bensinpriser.nu
IngoGöteborgAröds industriväg 4B,14.99,2025-11-08,95 (E10),2025-11-09,bensinpriser.nu
IngoGöteborgkortedalavägen 11,15.87,2025-11-06,98,2025-11-09,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-11-08,Diesel,2025-11-09,bensinpriser.nu
ÖvrigaTrollhättanGrafitvägen 16,15.99,2025-11-04,Diesel,2025-11-09,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.19,2025-11-08,Etanol,2025-11-09,bensinpriser.nu
St1KatrineholmVassmogatan,13.09,2025-11-08,Etanol,2025-11-09,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,13.67,2025-11-08,Etanol,2025-11-09,bensinpriser.nu
St1GöteborgAngered: Grepgatan,14.61,2025-11-09,95 (E10),2025-11-10,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,14.61,2025-11-09,95 (E10),2025-11-10,bensinpriser.nu
IngoGöteborgkortedalavägen 11,14.61,2025-11-09,95 (E10),2025-11-10,bensinpriser.nu
St1GöteborgTideräkningsgatan 9 / Kortedala,14.61,2025-11-09,95 (E10),2025-11-10,bensinpriser.nu
St1GöteborgGustaf Dalénsgatan 21,14.74,2025-11-09,95 (E10),2025-11-10,bensinpriser.nu
St1GöteborgSäve: Bärby Bygdegårdsväg 1,14.74,2025-11-09,95 (E10),2025-11-10,bensinpriser.nu
PS OljeHylteHyltebruk: Nissastigen 100,15.94,2025-11-07,98,2025-11-10,bensinpriser.nu
IngoHallstahammarVästeråsvägen 2,16.39,2025-11-09,98,2025-11-10,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-11-09,Etanol,2025-11-10,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-11-09,Etanol,2025-11-10,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,13.59,2025-11-09,Etanol,2025-11-10,bensinpriser.nu
St1GöteborgSäve: Bärby Bygdegårdsväg 1,14.39,2025-11-10,95 (E10),2025-11-11,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,14.39,2025-11-10,95 (E10),2025-11-11,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,14.39,2025-11-10,95 (E10),2025-11-11,bensinpriser.nu
St1GöteborgHisings Kärra: Transportgatan 60,14.39,2025-11-10,95 (E10),2025-11-11,bensinpriser.nu
St1GöteborgTorslanda: Nordhagsvägen 26,14.39,2025-11-10,95 (E10),2025-11-11,bensinpriser.nu
St1GöteborgTideräkningsgatan 9 / Kortedala,14.39,2025-11-10,95 (E10),2025-11-11,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.69,2025-11-10,Diesel,2025-11-11,bensinpriser.nu
St1GöteborgGustaf Dalénsgatan 21,16.07,2025-11-10,Diesel,2025-11-11,bensinpriser.nu
St1GöteborgAngered: Grepgatan,16.07,2025-11-10,Diesel,2025-11-11,bensinpriser.nu
St1GöteborgSäve: Bärby Bygdegårdsväg 1,16.07,2025-11-10,Diesel,2025-11-11,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,16.07,2025-11-10,Diesel,2025-11-11,bensinpriser.nu
St1GöteborgHisings Backa: Importgatan 2d / Stigs center,16.07,2025-11-10,Diesel,2025-11-11,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.39,2025-11-10,Etanol,2025-11-11,bensinpriser.nu
St1KatrineholmVassmogatan,13.29,2025-11-10,Etanol,2025-11-11,bensinpriser.nu
St1GöteborgTorslanda: Nordhagsvägen 26,13.69,2025-11-10,Etanol,2025-11-11,bensinpriser.nu
St1KristianstadLångebrogatan 76,14.91,2025-11-11,95 (E10),2025-11-12,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.99,2025-11-11,95 (E10),2025-11-12,bensinpriser.nu
St1NorrköpingBergslagsvägen 18 / Skärblacka,15.19,2025-11-11,95 (E10),2025-11-12,bensinpriser.nu
St1ÅmålVänersborgsvägen 15,15.19,2025-11-11,95 (E10),2025-11-12,bensinpriser.nu
St1PajalaKengisgatan 1,15.19,2025-11-11,95 (E10),2025-11-12,bensinpriser.nu
St1MunkedalUddarne industriväg 2 / E6,15.19,2025-11-11,95 (E10),2025-11-12,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.69,2025-11-11,Diesel,2025-11-12,bensinpriser.nu
IngoGöteborgaskim,16.27,2025-11-09,Diesel,2025-11-12,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.29,2025-11-11,Diesel,2025-11-12,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,16.29,2025-11-11,Diesel,2025-11-12,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,16.29,2025-11-11,Diesel,2025-11-12,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,16.29,2025-11-11,Diesel,2025-11-12,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-11-11,Etanol,2025-11-12,bensinpriser.nu
St1KatrineholmVassmogatan,13.19,2025-11-11,Etanol,2025-11-12,bensinpriser.nu
QstarÄngelholmNordalagatan 2,14.24,2025-11-11,Etanol,2025-11-12,bensinpriser.nu
OKQ8TorsåsKalmarvägen 10,14.79,2025-11-12,95 (E10),2025-11-13,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.01,2025-11-12,95 (E10),2025-11-13,bensinpriser.nu
QstarÄngelholmNordalagatan 2,15.09,2025-11-12,95 (E10),2025-11-13,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.09,2025-11-12,95 (E10),2025-11-13,bensinpriser.nu
OKQ8ÄngelholmÖstra vägen 17,15.09,2025-11-12,95 (E10),2025-11-13,bensinpriser.nu
St1KristianstadLångebrogatan 58,15.19,2025-11-12,95 (E10),2025-11-13,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-11-12,Diesel,2025-11-13,bensinpriser.nu
ÖvrigaTrollhättanGrafitvägen 16,15.99,2025-11-12,Diesel,2025-11-13,bensinpriser.nu
IngoGöteborgaskim,16.07,2025-11-09,Diesel,2025-11-13,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.09,2025-11-12,Diesel,2025-11-13,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,16.09,2025-11-12,Diesel,2025-11-13,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,16.09,2025-11-12,Diesel,2025-11-13,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.09,2025-11-12,Etanol,2025-11-13,bensinpriser.nu
St1KatrineholmVassmogatan,12.99,2025-11-12,Etanol,2025-11-13,bensinpriser.nu
OKQ8ÄngelholmÖstra vägen 17,13.74,2025-11-12,Etanol,2025-11-13,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.29,2025-11-13,95 (E10),2025-11-14,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,14.69,2025-11-13,95 (E10),2025-11-14,bensinpriser.nu
din-XHelsingborgRydebäck: Landskronavägen 749,14.74,2025-11-13,95 (E10),2025-11-14,bensinpriser.nu
St1KristianstadLångebrogatan 76,14.91,2025-11-13,95 (E10),2025-11-14,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.99,2025-11-13,95 (E10),2025-11-14,bensinpriser.nu
St1NorrtäljeNorrtäljevägen 1 / Rimbo,15.09,2025-11-13,95 (E10),2025-11-14,bensinpriser.nu
ÖvrigaBoråsViskafors Bensin AB: Varbergsvägen 150,14.56,2025-11-13,Diesel,2025-11-14,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-11-13,Diesel,2025-11-14,bensinpriser.nu
ÖvrigaTorsåsAllfargatan 41,15.59,2025-11-13,Diesel,2025-11-14,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,16.09,2025-11-13,Diesel,2025-11-14,bensinpriser.nu
